#Software: unstable (commit nogit)
#Command: breakdancer-max -o Drosophila_subobscura_NC_048534.1 Puntos_rotura/OF58_puntos_rotura_bwamem2.cfg 
#Library Statistics:
#OF58_mate_proc_dupmarc_bwamem2.bam	mean:308.84	std:106.42	uppercutoff:706.3	lowercutoff:0	readlen:99.5	library:OF58	reflen:25941696	seqcov:39.4298	phycov:61.1935	1:8748	2:30816	4:27194	8:8281	32:47458
#Chr1	Pos1	Orientation1	Chr2	Pos2	Orientation2	Type	Size	Score	num_Reads	num_Reads_lib	OF58_mate_proc_dupmarc_bwamem2.bam
Drosophila_subobscura_NC_048534.1	2636637	46+0-	Drosophila_subobscura_NC_048534.1	2637277	0+46-	DEL	707	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.10
Drosophila_subobscura_NC_048534.1	2640382	1+18-	Drosophila_subobscura_NC_048534.1	2644048	3+2-	ITX	3067	39	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.72
Drosophila_subobscura_NC_048534.1	2685156	35+0-	Drosophila_subobscura_NC_048534.1	2685920	0+36-	DEL	866	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.02
Drosophila_subobscura_NC_048534.1	2718594	33+1-	Drosophila_subobscura_NC_048534.1	2719242	0+35-	DEL	733	99	27	OF58_mate_proc_dupmarc_bwamem2.bam|27	0.12
Drosophila_subobscura_NC_048534.1	2746992	94+306-	Drosophila_subobscura_NC_048534.1	2747136	94+306-	INV	-240	41	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	2762501	0+4-	Drosophila_subobscura_NC_048534.1	2779940	3+0-	ITX	16890	54	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.36
Drosophila_subobscura_NC_048534.1	2774150	13+0-	Drosophila_subobscura_NC_048534.1	2775153	0+4-	DEL	949	37	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	0.18
Drosophila_subobscura_NC_048534.1	2782975	3513+3768-	Drosophila_subobscura_NC_048534.1	2784013	3513+3768-	ITX	-138	99	2453	OF58_mate_proc_dupmarc_bwamem2.bam|2453	NA
Drosophila_subobscura_NC_048534.1	2832756	5+0-	Drosophila_subobscura_NC_048534.1	2833176	0+4-	DEL	424	48	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	0.71
Drosophila_subobscura_NC_048534.1	2872117	2+2-	Drosophila_subobscura_NC_048534.1	3001026	40+0-	INV	128620	43	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.92
Drosophila_subobscura_NC_048534.1	2926807	49+1-	Drosophila_subobscura_NC_048534.1	2927257	2+52-	DEL	517	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.08
Drosophila_subobscura_NC_048534.1	3101889	54+0-	Drosophila_subobscura_NC_048534.1	3102534	0+54-	DEL	707	99	54	OF58_mate_proc_dupmarc_bwamem2.bam|54	0.05
Drosophila_subobscura_NC_048534.1	3105662	51+0-	Drosophila_subobscura_NC_048534.1	3106422	0+51-	DEL	831	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	0.15
Drosophila_subobscura_NC_048534.1	3130741	43+0-	Drosophila_subobscura_NC_048534.1	3131505	0+43-	DEL	838	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	81.07
Drosophila_subobscura_NC_048534.1	3131218	12+7-	Drosophila_subobscura_NC_048534.1	3131331	12+7-	ITX	-289	67	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	NA
Drosophila_subobscura_NC_048534.1	3137345	7+0-	Drosophila_subobscura_NC_048534.1	3137812	1+10-	DEL	519	71	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.94
Drosophila_subobscura_NC_048534.1	3139609	50+0-	Drosophila_subobscura_NC_048534.1	3140365	0+50-	DEL	840	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	0.05
Drosophila_subobscura_NC_048534.1	3155985	3+3-	Drosophila_subobscura_NC_048534.1	3156066	3+3-	INV	-226	45	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	3274988	28+0-	Drosophila_subobscura_NC_048534.1	3275418	7+7-	INV	215	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.10
Drosophila_subobscura_NC_048534.1	3275418	7+7-	Drosophila_subobscura_NC_048534.1	3275789	3+23-	INV	-69	59	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.32
Drosophila_subobscura_NC_048534.1	3281565	64+18-	Drosophila_subobscura_NC_048534.1	3326879	17+0-	ITX	44643	99	17	OF58_mate_proc_dupmarc_bwamem2.bam|17	1.91
Drosophila_subobscura_NC_048534.1	3282072	64+18-	Drosophila_subobscura_NC_048534.1	3326975	0+4-	DEL	45209	35	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.93
Drosophila_subobscura_NC_048534.1	3311471	7+4-	Drosophila_subobscura_NC_048534.1	3312081	1+36-	DEL	701	76	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.01
Drosophila_subobscura_NC_048534.1	3329792	2+0-	Drosophila_subobscura_NC_048534.1	3330273	0+2-	DEL	417	36	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	2.12
Drosophila_subobscura_NC_048534.1	3335106	4+0-	Drosophila_subobscura_NC_048534.1	3335531	2+3-	DEL	497	35	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.91
Drosophila_subobscura_NC_048534.1	3339358	0+4-	Drosophila_subobscura_NC_048534.1	3339409	0+4-	INV	-261	61	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	3462811	8+1-	Drosophila_subobscura_NC_048534.1	3463260	0+30-	DEL	470	47	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	0.11
Drosophila_subobscura_NC_048534.1	3489401	52+0-	Drosophila_subobscura_NC_048534.1	3491005	2+52-	DEL	1686	99	52	OF58_mate_proc_dupmarc_bwamem2.bam|52	0.00
Drosophila_subobscura_NC_048534.1	3506391	41+0-	Drosophila_subobscura_NC_048534.1	3507116	0+40-	DEL	791	99	40	OF58_mate_proc_dupmarc_bwamem2.bam|40	0.06
Drosophila_subobscura_NC_048534.1	3554325	39+0-	Drosophila_subobscura_NC_048534.1	3559816	0+39-	DEL	5572	99	39	OF58_mate_proc_dupmarc_bwamem2.bam|39	0.02
Drosophila_subobscura_NC_048534.1	3646630	3+0-	Drosophila_subobscura_NC_048534.1	3647075	0+3-	DEL	423	42	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.88
Drosophila_subobscura_NC_048534.1	3659569	39+32-	Drosophila_subobscura_NC_048534.1	3660191	1+45-	DEL	666	99	30	OF58_mate_proc_dupmarc_bwamem2.bam|30	0.29
Drosophila_subobscura_NC_048534.1	3129557	58+50-	Drosophila_subobscura_NC_048534.1	3760068	32+34-	DEL	631115	99	32	OF58_mate_proc_dupmarc_bwamem2.bam|32	2.08
Drosophila_subobscura_NC_048534.1	3636684	16+14-	Drosophila_subobscura_NC_048534.1	3854933	16+0-	INV	217927	99	16	OF58_mate_proc_dupmarc_bwamem2.bam|16	1.96
Drosophila_subobscura_NC_048534.1	3636684	16+14-	Drosophila_subobscura_NC_048534.1	3855242	0+5-	INV	218240	96	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.96
Drosophila_subobscura_NC_048534.1	3636684	16+14-	Drosophila_subobscura_NC_048534.1	3855396	0+6-	INV	218516	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.96
Drosophila_subobscura_NC_048534.1	3721997	31+0-	Drosophila_subobscura_NC_048534.1	3722646	1+33-	DEL	732	99	31	OF58_mate_proc_dupmarc_bwamem2.bam|31	0.20
Drosophila_subobscura_NC_048534.1	3778695	3+2-	Drosophila_subobscura_NC_048534.1	3778722	3+2-	ITX	-253	54	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	3794937	2+2-	Drosophila_subobscura_NC_048534.1	3794958	2+2-	INV	-224	50	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	3816002	2+0-	Drosophila_subobscura_NC_048534.1	3816454	0+2-	DEL	404	32	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.47
Drosophila_subobscura_NC_048534.1	3827283	26+6-	Drosophila_subobscura_NC_048534.1	3828108	0+39-	DEL	799	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	0.08
Drosophila_subobscura_NC_048534.1	3856993	44+0-	Drosophila_subobscura_NC_048534.1	3857756	0+45-	DEL	832	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.20
Drosophila_subobscura_NC_048534.1	3865482	23+0-	Drosophila_subobscura_NC_048534.1	3865968	23+50-	INV	-51	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.20
Drosophila_subobscura_NC_048534.1	3970919	55+0-	Drosophila_subobscura_NC_048534.1	3971682	0+55-	DEL	845	99	55	OF58_mate_proc_dupmarc_bwamem2.bam|55	0.06
Drosophila_subobscura_NC_048534.1	3997072	45+27-	Drosophila_subobscura_NC_048534.1	3997314	45+27-	ITX	-282	99	27	OF58_mate_proc_dupmarc_bwamem2.bam|27	NA
Drosophila_subobscura_NC_048534.1	4007491	45+14-	Drosophila_subobscura_NC_048534.1	4009073	1+50-	DEL	1657	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.19
Drosophila_subobscura_NC_048534.1	4010575	30+14-	Drosophila_subobscura_NC_048534.1	4010781	30+14-	ITX	-275	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	NA
Drosophila_subobscura_NC_048534.1	4019136	45+1-	Drosophila_subobscura_NC_048534.1	4020739	0+45-	DEL	1673	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.34
Drosophila_subobscura_NC_048534.1	1309993	3+1-	Drosophila_subobscura_NC_048534.1	4060438	7+0-	INV	2750066	54	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.93
Drosophila_subobscura_NC_048534.1	4060910	18+22-	Drosophila_subobscura_NC_048534.1	4209330	15+0-	ITX	147814	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	2.08
Drosophila_subobscura_NC_048534.1	4061103	18+22-	Drosophila_subobscura_NC_048534.1	4209493	0+17-	DEL	148457	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	2.08
Drosophila_subobscura_NC_048534.1	4081470	28+0-	Drosophila_subobscura_NC_048534.1	4082208	0+28-	DEL	798	99	28	OF58_mate_proc_dupmarc_bwamem2.bam|28	0.07
Drosophila_subobscura_NC_048534.1	4184790	50+0-	Drosophila_subobscura_NC_048534.1	4191861	46+100-	DEL	7146	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	1.97
Drosophila_subobscura_NC_048534.1	4211592	75+80-	Drosophila_subobscura_NC_048534.1	4212169	75+80-	INV	-104	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	NA
Drosophila_subobscura_NC_048534.1	4304613	35+0-	Drosophila_subobscura_NC_048534.1	4305303	2+35-	DEL	729	99	35	OF58_mate_proc_dupmarc_bwamem2.bam|35	0.05
Drosophila_subobscura_NC_048534.1	4344018	68+12-	Drosophila_subobscura_NC_048534.1	4344997	0+34-	DEL	1030	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	0.23
Drosophila_subobscura_NC_048534.1	4402393	7+0-	Drosophila_subobscura_NC_048534.1	4402974	5+18-	INV	-57	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	0.10
Drosophila_subobscura_NC_048534.1	4404911	2+2-	Drosophila_subobscura_NC_048534.1	4404969	2+2-	INV	-258	46	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	4409980	12+5-	Drosophila_subobscura_NC_048534.1	4410142	12+5-	ITX	-261	60	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	NA
Drosophila_subobscura_NC_048534.1	4419562	2+3-	Drosophila_subobscura_NC_048534.1	4419672	2+3-	INV	-191	43	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	4468295	4+0-	Drosophila_subobscura_NC_048534.1	4468383	4+0-	INV	-247	54	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	4472871	41+0-	Drosophila_subobscura_NC_048534.1	4473641	32+20-	DEL	802	96	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	0.15
Drosophila_subobscura_NC_048534.1	4473980	32+20-	Drosophila_subobscura_NC_048534.1	4474917	37+35-	DEL	1404	99	17	OF58_mate_proc_dupmarc_bwamem2.bam|17	2.01
Drosophila_subobscura_NC_048534.1	4474369	10+6-	Drosophila_subobscura_NC_048534.1	4475667	0+25-	DEL	1443	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	1.56
Drosophila_subobscura_NC_048534.1	4527546	23+0-	Drosophila_subobscura_NC_048534.1	4527885	0+23-	DEL	463	99	23	OF58_mate_proc_dupmarc_bwamem2.bam|23	0.03
Drosophila_subobscura_NC_048534.1	4542285	43+0-	Drosophila_subobscura_NC_048534.1	4543007	0+43-	DEL	798	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	0.01
Drosophila_subobscura_NC_048534.1	4551512	2+2-	Drosophila_subobscura_NC_048534.1	4551520	2+2-	INV	-228	51	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	4723164	49+0-	Drosophila_subobscura_NC_048534.1	4723815	2+49-	DEL	716	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.11
Drosophila_subobscura_NC_048534.1	4904996	38+0-	Drosophila_subobscura_NC_048534.1	4905753	0+38-	DEL	830	99	37	OF58_mate_proc_dupmarc_bwamem2.bam|37	NA
Drosophila_subobscura_NC_048534.1	4976829	40+0-	Drosophila_subobscura_NC_048534.1	4977555	1+40-	DEL	817	99	40	OF58_mate_proc_dupmarc_bwamem2.bam|40	0.07
Drosophila_subobscura_NC_048534.1	5132613	4+0-	Drosophila_subobscura_NC_048534.1	5132679	4+0-	INV	-193	46	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	5148650	3+2-	Drosophila_subobscura_NC_048534.1	5148875	3+2-	INV	-217	37	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	5189541	50+0-	Drosophila_subobscura_NC_048534.1	5195016	0+48-	DEL	5538	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.03
Drosophila_subobscura_NC_048534.1	5210029	2+2-	Drosophila_subobscura_NC_048534.1	5210144	2+2-	INV	-238	42	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	5270828	27+0-	Drosophila_subobscura_NC_048534.1	5271973	0+34-	DEL	1152	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	0.12
Drosophila_subobscura_NC_048534.1	5270828	27+0-	Drosophila_subobscura_NC_048534.1	5273332	9+15-	DEL	2553	99	15	OF58_mate_proc_dupmarc_bwamem2.bam|15	1.06
Drosophila_subobscura_NC_048534.1	5271973	0+34-	Drosophila_subobscura_NC_048534.1	5273478	9+15-	ITX	883	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.52
Drosophila_subobscura_NC_048534.1	5274060	0+10-	Drosophila_subobscura_NC_048534.1	5349945	1+9-	INV	75461	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.99
Drosophila_subobscura_NC_048534.1	5292058	0+48-	Drosophila_subobscura_NC_048534.1	5292969	49+0-	ITX	231	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	1.15
Drosophila_subobscura_NC_048534.1	5331829	2+2-	Drosophila_subobscura_NC_048534.1	5331831	2+2-	INV	-219	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	5337044	2+2-	Drosophila_subobscura_NC_048534.1	5337216	2+2-	INV	-221	39	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	5345920	39+0-	Drosophila_subobscura_NC_048534.1	5347378	4+13-	DEL	1448	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	0.04
Drosophila_subobscura_NC_048534.1	5348071	68+20-	Drosophila_subobscura_NC_048534.1	5348844	0+21-	DEL	814	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	0.04
Drosophila_subobscura_NC_048534.1	5348071	68+20-	Drosophila_subobscura_NC_048534.1	5349030	2+6-	DEL	824	62	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	0.15
Drosophila_subobscura_NC_048534.1	5425456	56+0-	Drosophila_subobscura_NC_048534.1	5426615	1+56-	DEL	1235	99	56	OF58_mate_proc_dupmarc_bwamem2.bam|56	0.14
Drosophila_subobscura_NC_048534.1	5609931	0+38-	Drosophila_subobscura_NC_048534.1	5614791	38+1-	ITX	4157	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	3.48
Drosophila_subobscura_NC_048534.1	5673131	52+0-	Drosophila_subobscura_NC_048534.1	5674742	0+53-	DEL	1678	99	52	OF58_mate_proc_dupmarc_bwamem2.bam|52	0.01
Drosophila_subobscura_NC_048534.1	5689720	48+0-	Drosophila_subobscura_NC_048534.1	5690465	1+47-	DEL	808	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	0.20
Drosophila_subobscura_NC_048534.1	5733945	37+0-	Drosophila_subobscura_NC_048534.1	5741520	0+33-	DEL	7546	99	33	OF58_mate_proc_dupmarc_bwamem2.bam|33	0.02
Drosophila_subobscura_NC_048534.1	5784408	0+6-	Drosophila_subobscura_NC_048534.1	5786972	6+1-	ITX	1964	87	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.50
Drosophila_subobscura_NC_048534.1	5788516	46+0-	Drosophila_subobscura_NC_048534.1	5789237	0+45-	DEL	801	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	0.40
Drosophila_subobscura_NC_048534.1	5833971	42+0-	Drosophila_subobscura_NC_048534.1	5839129	0+42-	DEL	5225	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.01
Drosophila_subobscura_NC_048534.1	5891210	37+43-	Drosophila_subobscura_NC_048534.1	5906296	43+37-	ITX	14134	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	1.98
Drosophila_subobscura_NC_048534.1	5916077	42+0-	Drosophila_subobscura_NC_048534.1	5917693	0+42-	DEL	1682	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.15
Drosophila_subobscura_NC_048534.1	5919829	48+0-	Drosophila_subobscura_NC_048534.1	5920986	2+48-	DEL	1238	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.03
Drosophila_subobscura_NC_048534.1	6015903	61+0-	Drosophila_subobscura_NC_048534.1	6017513	1+61-	DEL	1680	99	61	OF58_mate_proc_dupmarc_bwamem2.bam|61	0.43
Drosophila_subobscura_NC_048534.1	6085546	62+0-	Drosophila_subobscura_NC_048534.1	6086276	0+62-	DEL	789	99	62	OF58_mate_proc_dupmarc_bwamem2.bam|62	0.01
Drosophila_subobscura_NC_048534.1	6092598	46+0-	Drosophila_subobscura_NC_048534.1	6093340	0+46-	DEL	814	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.10
Drosophila_subobscura_NC_048534.1	6174460	1+1-	Drosophila_subobscura_NC_048534.1	6174661	1+2-	INV	-65	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.00
Drosophila_subobscura_NC_048534.1	6292794	58+0-	Drosophila_subobscura_NC_048534.1	6293530	0+58-	DEL	815	99	58	OF58_mate_proc_dupmarc_bwamem2.bam|58	0.12
Drosophila_subobscura_NC_048534.1	6298378	46+0-	Drosophila_subobscura_NC_048534.1	6298754	2+45-	DEL	475	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	0.19
Drosophila_subobscura_NC_048534.1	6331092	51+2-	Drosophila_subobscura_NC_048534.1	6332686	1+50-	DEL	1677	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	0.07
Drosophila_subobscura_NC_048534.1	6422368	40+0-	Drosophila_subobscura_NC_048534.1	6423151	0+40-	DEL	843	99	40	OF58_mate_proc_dupmarc_bwamem2.bam|40	0.02
Drosophila_subobscura_NC_048534.1	6433232	2+2-	Drosophila_subobscura_NC_048534.1	6433344	2+2-	INV	-185	43	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	6610822	8+1-	Drosophila_subobscura_NC_048534.1	6614462	1+37-	DEL	3672	94	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	0.66
Drosophila_subobscura_NC_048534.1	6728273	55+0-	Drosophila_subobscura_NC_048534.1	6729036	24+41-	DEL	818	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.25
Drosophila_subobscura_NC_048534.1	6728273	55+0-	Drosophila_subobscura_NC_048534.1	6730020	0+38-	DEL	1693	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	0.25
Drosophila_subobscura_NC_048534.1	6729243	24+41-	Drosophila_subobscura_NC_048534.1	6730020	0+38-	DEL	801	99	24	OF58_mate_proc_dupmarc_bwamem2.bam|24	0.26
Drosophila_subobscura_NC_048534.1	6774766	51+0-	Drosophila_subobscura_NC_048534.1	6775354	0+46-	DEL	633	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.21
Drosophila_subobscura_NC_048534.1	6802186	10+29-	Drosophila_subobscura_NC_048534.1	6804044	10+22-	DEL	1833	56	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	0.30
Drosophila_subobscura_NC_048534.1	6803396	7+0-	Drosophila_subobscura_NC_048534.1	6804571	1+10-	DEL	1269	80	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.38
Drosophila_subobscura_NC_048534.1	7002600	12+15-	Drosophila_subobscura_NC_048534.1	7002729	12+15-	ITX	-256	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	NA
Drosophila_subobscura_NC_048534.1	7085323	27+2-	Drosophila_subobscura_NC_048534.1	7086022	0+27-	DEL	765	99	26	OF58_mate_proc_dupmarc_bwamem2.bam|26	0.39
Drosophila_subobscura_NC_048534.1	7251549	2+2-	Drosophila_subobscura_NC_048534.1	7251638	2+2-	INV	-230	44	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	7266935	49+0-	Drosophila_subobscura_NC_048534.1	7276433	0+52-	DEL	9576	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.02
Drosophila_subobscura_NC_048534.1	7323729	5+38-	Drosophila_subobscura_NC_048534.1	7324137	0+4-	DEL	415	40	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.00
Drosophila_subobscura_NC_048534.1	7323902	3+0-	Drosophila_subobscura_NC_048534.1	7324383	2+2-	DEL	453	33	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.24
Drosophila_subobscura_NC_048534.1	7336990	8+0-	Drosophila_subobscura_NC_048534.1	7337425	1+5-	DEL	445	49	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.90
Drosophila_subobscura_NC_048534.1	7497742	53+15-	Drosophila_subobscura_NC_048534.1	7498468	2+53-	DEL	817	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	NA
Drosophila_subobscura_NC_048534.1	7521848	54+0-	Drosophila_subobscura_NC_048534.1	7522320	0+56-	DEL	541	99	54	OF58_mate_proc_dupmarc_bwamem2.bam|54	0.04
Drosophila_subobscura_NC_048534.1	7579151	3+0-	Drosophila_subobscura_NC_048534.1	7579741	0+2-	DEL	527	32	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.35
Drosophila_subobscura_NC_048534.1	7631839	59+0-	Drosophila_subobscura_NC_048534.1	7633464	1+59-	DEL	1708	99	58	OF58_mate_proc_dupmarc_bwamem2.bam|58	0.04
Drosophila_subobscura_NC_048534.1	7686566	2+0-	Drosophila_subobscura_NC_048534.1	7687106	0+2-	DEL	475	37	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.48
Drosophila_subobscura_NC_048534.1	7872152	36+0-	Drosophila_subobscura_NC_048534.1	7872927	0+36-	DEL	862	99	33	OF58_mate_proc_dupmarc_bwamem2.bam|33	0.13
Drosophila_subobscura_NC_048534.1	7930749	1+5-	Drosophila_subobscura_NC_048534.1	7930831	1+5-	INV	-230	45	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	7943549	70+0-	Drosophila_subobscura_NC_048534.1	7944898	3+70-	DEL	1442	99	70	OF58_mate_proc_dupmarc_bwamem2.bam|70	1.98
Drosophila_subobscura_NC_048534.1	7986023	2+16-	Drosophila_subobscura_NC_048534.1	7986144	2+16-	INV	-154	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	NA
Drosophila_subobscura_NC_048534.1	8038242	46+0-	Drosophila_subobscura_NC_048534.1	8038998	0+46-	DEL	815	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.28
Drosophila_subobscura_NC_048534.1	8073269	2+2-	Drosophila_subobscura_NC_048534.1	8073358	2+2-	INV	-258	53	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	8244036	19+6-	Drosophila_subobscura_NC_048534.1	8244413	1+20-	DEL	466	99	19	OF58_mate_proc_dupmarc_bwamem2.bam|19	0.12
Drosophila_subobscura_NC_048534.1	8274735	1+10-	Drosophila_subobscura_NC_048534.1	8276393	2+10-	INV	1122	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	0.70
Drosophila_subobscura_NC_048534.1	8394386	53+0-	Drosophila_subobscura_NC_048534.1	8395116	0+53-	DEL	823	99	53	OF58_mate_proc_dupmarc_bwamem2.bam|53	0.15
Drosophila_subobscura_NC_048534.1	8428906	2+0-	Drosophila_subobscura_NC_048534.1	8429398	0+2-	DEL	437	35	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.85
Drosophila_subobscura_NC_048534.1	8443713	0+5-	Drosophila_subobscura_NC_048534.1	8443798	0+5-	INV	-267	44	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	8553459	2+2-	Drosophila_subobscura_NC_048534.1	8553536	2+2-	INV	-243	55	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	8618891	41+0-	Drosophila_subobscura_NC_048534.1	8619612	0+41-	DEL	785	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.19
Drosophila_subobscura_NC_048534.1	8633957	2+2-	Drosophila_subobscura_NC_048534.1	8633988	2+2-	ITX	-232	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	8634509	29+10-	Drosophila_subobscura_NC_048534.1	8634639	29+10-	ITX	-285	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	NA
Drosophila_subobscura_NC_048534.1	8681883	47+0-	Drosophila_subobscura_NC_048534.1	8682624	0+47-	DEL	779	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	0.10
Drosophila_subobscura_NC_048534.1	8762779	50+0-	Drosophila_subobscura_NC_048534.1	8767433	0+50-	DEL	4716	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	1.34
Drosophila_subobscura_NC_048534.1	8882760	63+0-	Drosophila_subobscura_NC_048534.1	8883434	1+63-	DEL	749	99	63	OF58_mate_proc_dupmarc_bwamem2.bam|63	0.14
