#Software: unstable (commit nogit)
#Command: breakdancer-max -o Drosophila_subobscura_NC_048532.1 Puntos_rotura/OF58_puntos_rotura_bwamem2.cfg 
#Library Statistics:
#OF58_mate_proc_dupmarc_bwamem2.bam	mean:308.84	std:106.42	uppercutoff:706.3	lowercutoff:0	readlen:99.5	library:OF58	reflen:23815271	seqcov:38.4522	phycov:59.6763	1:5694	2:25483	4:9200	8:6054	32:27813
#Chr1	Pos1	Orientation1	Chr2	Pos2	Orientation2	Type	Size	Score	num_Reads	num_Reads_lib	OF58_mate_proc_dupmarc_bwamem2.bam
Drosophila_subobscura_NC_048532.1	4264548	35+0-	Drosophila_subobscura_NC_048532.1	4265266	1+34-	DEL	785	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.12
Drosophila_subobscura_NC_048532.1	4334384	49+1-	Drosophila_subobscura_NC_048532.1	4335107	0+48-	DEL	796	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.43
Drosophila_subobscura_NC_048532.1	4352510	41+0-	Drosophila_subobscura_NC_048532.1	4354102	0+41-	DEL	1647	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.04
Drosophila_subobscura_NC_048532.1	4405136	49+0-	Drosophila_subobscura_NC_048532.1	4405939	0+50-	DEL	899	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.02
Drosophila_subobscura_NC_048532.1	4415806	40+0-	Drosophila_subobscura_NC_048532.1	4417585	0+12-	DEL	1729	55	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.49
Drosophila_subobscura_NC_048532.1	4430200	42+1-	Drosophila_subobscura_NC_048532.1	4431807	2+20-	DEL	1687	99	20	OF58_mate_proc_dupmarc_bwamem2.bam|20	0.08
Drosophila_subobscura_NC_048532.1	4483544	62+3-	Drosophila_subobscura_NC_048532.1	4484119	12+51-	DEL	636	99	39	OF58_mate_proc_dupmarc_bwamem2.bam|39	0.02
Drosophila_subobscura_NC_048532.1	4510869	3+1-	Drosophila_subobscura_NC_048532.1	4511379	0+3-	DEL	495	40	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.35
Drosophila_subobscura_NC_048532.1	4656285	98+30-	Drosophila_subobscura_NC_048532.1	4657439	54+84-	INV	689	99	89	OF58_mate_proc_dupmarc_bwamem2.bam|89	NA
Drosophila_subobscura_NC_048532.1	4661337	63+0-	Drosophila_subobscura_NC_048532.1	4662090	0+63-	DEL	840	99	63	OF58_mate_proc_dupmarc_bwamem2.bam|63	0.07
Drosophila_subobscura_NC_048532.1	4692939	2+2-	Drosophila_subobscura_NC_048532.1	4693008	2+2-	ITX	-261	55	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	4717324	54+0-	Drosophila_subobscura_NC_048532.1	4718074	0+54-	DEL	827	99	54	OF58_mate_proc_dupmarc_bwamem2.bam|54	0.06
Drosophila_subobscura_NC_048532.1	4756448	3+2-	Drosophila_subobscura_NC_048532.1	4756527	3+2-	INV	-260	49	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	4914961	38+0-	Drosophila_subobscura_NC_048532.1	4915712	0+38-	DEL	834	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.05
Drosophila_subobscura_NC_048532.1	5048105	57+0-	Drosophila_subobscura_NC_048532.1	5049704	0+55-	DEL	1668	99	55	OF58_mate_proc_dupmarc_bwamem2.bam|55	0.05
Drosophila_subobscura_NC_048532.1	5076033	56+0-	Drosophila_subobscura_NC_048532.1	5076754	0+54-	DEL	786	99	54	OF58_mate_proc_dupmarc_bwamem2.bam|54	0.08
Drosophila_subobscura_NC_048532.1	5158738	37+0-	Drosophila_subobscura_NC_048532.1	5159427	0+37-	DEL	771	99	37	OF58_mate_proc_dupmarc_bwamem2.bam|37	0.57
Drosophila_subobscura_NC_048532.1	5161934	2+2-	Drosophila_subobscura_NC_048532.1	5162022	2+2-	INV	-238	58	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	5170909	3+4-	Drosophila_subobscura_NC_048532.1	5172829	6+0-	ITX	1371	91	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	0.23
Drosophila_subobscura_NC_048532.1	5173641	5+1-	Drosophila_subobscura_NC_048532.1	5175419	0+61-	DEL	1726	36	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	0.59
Drosophila_subobscura_NC_048532.1	5173845	30+2-	Drosophila_subobscura_NC_048532.1	5175419	0+61-	DEL	1646	99	30	OF58_mate_proc_dupmarc_bwamem2.bam|30	0.49
Drosophila_subobscura_NC_048532.1	5194293	41+0-	Drosophila_subobscura_NC_048532.1	5195059	1+41-	DEL	848	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.03
Drosophila_subobscura_NC_048532.1	5230788	47+0-	Drosophila_subobscura_NC_048532.1	5231518	0+47-	DEL	803	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	0.11
Drosophila_subobscura_NC_048532.1	5242174	50+0-	Drosophila_subobscura_NC_048532.1	5252357	0+50-	DEL	10251	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	5.34
Drosophila_subobscura_NC_048532.1	5246324	11+4-	Drosophila_subobscura_NC_048532.1	5250703	8+20-	DEL	4342	72	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	8.69
Drosophila_subobscura_NC_048532.1	5276760	36+0-	Drosophila_subobscura_NC_048532.1	5281168	0+36-	DEL	4470	99	36	OF58_mate_proc_dupmarc_bwamem2.bam|36	0.18
Drosophila_subobscura_NC_048532.1	5295443	50+0-	Drosophila_subobscura_NC_048532.1	5296156	2+49-	DEL	745	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.20
Drosophila_subobscura_NC_048532.1	5448404	8+8-	Drosophila_subobscura_NC_048532.1	5448540	8+8-	ITX	-275	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	NA
Drosophila_subobscura_NC_048532.1	5558461	69+0-	Drosophila_subobscura_NC_048532.1	5559137	0+69-	DEL	746	99	69	OF58_mate_proc_dupmarc_bwamem2.bam|69	0.38
Drosophila_subobscura_NC_048532.1	5558825	11+21-	Drosophila_subobscura_NC_048532.1	5567171	40+44-	INV	7277	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	1.71
Drosophila_subobscura_NC_048532.1	5617172	2+2-	Drosophila_subobscura_NC_048532.1	5617243	2+2-	INV	-218	50	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	5662529	21+0-	Drosophila_subobscura_NC_048532.1	5670189	0+21-	DEL	7715	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	0.11
Drosophila_subobscura_NC_048532.1	5689235	42+0-	Drosophila_subobscura_NC_048532.1	5690001	0+41-	DEL	827	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.12
Drosophila_subobscura_NC_048532.1	3039491	47+59-	Drosophila_subobscura_NC_048532.1	5717361	36+41-	ITX	2676427	99	15	OF58_mate_proc_dupmarc_bwamem2.bam|15	2.03
Drosophila_subobscura_NC_048532.1	5715413	41+0-	Drosophila_subobscura_NC_048532.1	5716771	36+41-	DEL	1620	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	1.98
Drosophila_subobscura_NC_048532.1	5721903	51+0-	Drosophila_subobscura_NC_048532.1	5722643	0+54-	DEL	779	99	51	OF58_mate_proc_dupmarc_bwamem2.bam|51	0.14
Drosophila_subobscura_NC_048532.1	5837227	19+12-	Drosophila_subobscura_NC_048532.1	6296302	7+11-	INV	458760	51	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	2.03
Drosophila_subobscura_NC_048532.1	5856254	0+43-	Drosophila_subobscura_NC_048532.1	5857375	42+0-	ITX	415	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	1.28
Drosophila_subobscura_NC_048532.1	5986729	43+1-	Drosophila_subobscura_NC_048532.1	5987422	1+43-	DEL	766	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.03
Drosophila_subobscura_NC_048532.1	6014379	31+0-	Drosophila_subobscura_NC_048532.1	6023996	0+32-	DEL	9710	99	31	OF58_mate_proc_dupmarc_bwamem2.bam|31	0.11
Drosophila_subobscura_NC_048532.1	6082786	47+0-	Drosophila_subobscura_NC_048532.1	6083420	0+47-	DEL	681	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	0.02
Drosophila_subobscura_NC_048532.1	6196339	10+20-	Drosophila_subobscura_NC_048532.1	6196537	10+20-	INV	-173	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	NA
Drosophila_subobscura_NC_048532.1	6322877	48+0-	Drosophila_subobscura_NC_048532.1	6325454	1+48-	DEL	2647	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	NA
Drosophila_subobscura_NC_048532.1	6363252	44+0-	Drosophila_subobscura_NC_048532.1	6364863	1+44-	DEL	1655	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.36
Drosophila_subobscura_NC_048532.1	6388807	4+0-	Drosophila_subobscura_NC_048532.1	6388854	4+0-	INV	-218	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	6407754	5+0-	Drosophila_subobscura_NC_048532.1	6407923	5+0-	INV	-210	44	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	6470182	41+0-	Drosophila_subobscura_NC_048532.1	6470649	0+39-	DEL	534	99	39	OF58_mate_proc_dupmarc_bwamem2.bam|39	0.06
Drosophila_subobscura_NC_048532.1	6619213	50+0-	Drosophila_subobscura_NC_048532.1	6619937	0+51-	DEL	794	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	NA
Drosophila_subobscura_NC_048532.1	6670763	18+0-	Drosophila_subobscura_NC_048532.1	6671090	0+18-	DEL	443	99	18	OF58_mate_proc_dupmarc_bwamem2.bam|18	0.13
Drosophila_subobscura_NC_048532.1	6694880	7+0-	Drosophila_subobscura_NC_048532.1	6695219	1+7-	DEL	457	69	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.61
Drosophila_subobscura_NC_048532.1	6710912	44+0-	Drosophila_subobscura_NC_048532.1	6712529	1+44-	DEL	1679	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.26
Drosophila_subobscura_NC_048532.1	6724254	31+0-	Drosophila_subobscura_NC_048532.1	6725006	0+30-	DEL	815	99	30	OF58_mate_proc_dupmarc_bwamem2.bam|30	0.02
Drosophila_subobscura_NC_048532.1	6752520	39+0-	Drosophila_subobscura_NC_048532.1	6755579	0+38-	DEL	3128	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.17
Drosophila_subobscura_NC_048532.1	6904948	44+0-	Drosophila_subobscura_NC_048532.1	6905719	0+43-	DEL	846	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	0.09
Drosophila_subobscura_NC_048532.1	6908461	18+0-	Drosophila_subobscura_NC_048532.1	6909308	0+20-	DEL	759	99	18	OF58_mate_proc_dupmarc_bwamem2.bam|18	0.20
Drosophila_subobscura_NC_048532.1	6995077	35+19-	Drosophila_subobscura_NC_048532.1	7045178	36+10-	INV	49881	99	35	OF58_mate_proc_dupmarc_bwamem2.bam|35	2.09
Drosophila_subobscura_NC_048532.1	6995077	35+19-	Drosophila_subobscura_NC_048532.1	7045500	0+10-	INV	50029	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	2.09
Drosophila_subobscura_NC_048532.1	6995391	0+9-	Drosophila_subobscura_NC_048532.1	7045178	36+10-	INV	49364	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	2.09
Drosophila_subobscura_NC_048532.1	7017491	2+0-	Drosophila_subobscura_NC_048532.1	7018021	0+2-	DEL	443	39	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	0.95
Drosophila_subobscura_NC_048532.1	7080724	37+0-	Drosophila_subobscura_NC_048532.1	7081436	0+38-	DEL	806	99	37	OF58_mate_proc_dupmarc_bwamem2.bam|37	0.10
Drosophila_subobscura_NC_048532.1	7088274	47+0-	Drosophila_subobscura_NC_048532.1	7088878	0+47-	DEL	698	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	0.12
Drosophila_subobscura_NC_048532.1	7186328	61+0-	Drosophila_subobscura_NC_048532.1	7187093	0+43-	DEL	811	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	0.07
Drosophila_subobscura_NC_048532.1	7226960	57+3-	Drosophila_subobscura_NC_048532.1	7228573	0+57-	DEL	1688	99	57	OF58_mate_proc_dupmarc_bwamem2.bam|57	0.06
Drosophila_subobscura_NC_048532.1	7243655	0+4-	Drosophila_subobscura_NC_048532.1	7243690	0+4-	INV	-271	70	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	7246791	43+0-	Drosophila_subobscura_NC_048532.1	7253859	2+42-	DEL	7136	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.77
Drosophila_subobscura_NC_048532.1	7341519	29+0-	Drosophila_subobscura_NC_048532.1	7348612	1+28-	DEL	7168	99	28	OF58_mate_proc_dupmarc_bwamem2.bam|28	0.06
Drosophila_subobscura_NC_048532.1	7382559	21+0-	Drosophila_subobscura_NC_048532.1	7383274	0+20-	DEL	798	99	20	OF58_mate_proc_dupmarc_bwamem2.bam|20	0.06
Drosophila_subobscura_NC_048532.1	7288085	6+4-	Drosophila_subobscura_NC_048532.1	7402573	7+0-	INV	114116	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.86
Drosophila_subobscura_NC_048532.1	7288085	6+4-	Drosophila_subobscura_NC_048532.1	7402839	0+2-	INV	114451	65	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.86
Drosophila_subobscura_NC_048532.1	7470801	3+3-	Drosophila_subobscura_NC_048532.1	7470845	3+3-	ITX	-243	84	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	NA
Drosophila_subobscura_NC_048532.1	7483083	16+7-	Drosophila_subobscura_NC_048532.1	7483224	16+7-	ITX	-264	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	NA
Drosophila_subobscura_NC_048532.1	7497937	44+0-	Drosophila_subobscura_NC_048532.1	7498695	0+44-	DEL	833	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.05
Drosophila_subobscura_NC_048532.1	7556521	38+0-	Drosophila_subobscura_NC_048532.1	7558097	0+36-	DEL	1648	99	36	OF58_mate_proc_dupmarc_bwamem2.bam|36	0.08
Drosophila_subobscura_NC_048532.1	7574223	39+0-	Drosophila_subobscura_NC_048532.1	7574652	0+38-	DEL	497	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	2.76
Drosophila_subobscura_NC_048532.1	7704088	55+0-	Drosophila_subobscura_NC_048532.1	7704846	0+55-	DEL	830	99	55	OF58_mate_proc_dupmarc_bwamem2.bam|55	0.10
Drosophila_subobscura_NC_048532.1	7774400	34+0-	Drosophila_subobscura_NC_048532.1	7775962	0+34-	DEL	1619	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.13
Drosophila_subobscura_NC_048532.1	7981005	2+2-	Drosophila_subobscura_NC_048532.1	7981090	2+2-	INV	-185	49	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	7995912	0+4-	Drosophila_subobscura_NC_048532.1	7995936	0+4-	INV	-251	54	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	8084981	2+2-	Drosophila_subobscura_NC_048532.1	8085083	2+2-	INV	-189	48	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	8100291	63+1-	Drosophila_subobscura_NC_048532.1	8101894	0+63-	DEL	1697	99	63	OF58_mate_proc_dupmarc_bwamem2.bam|63	0.06
Drosophila_subobscura_NC_048532.1	8181981	48+0-	Drosophila_subobscura_NC_048532.1	8182613	0+48-	DEL	696	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.11
Drosophila_subobscura_NC_048532.1	8297361	49+0-	Drosophila_subobscura_NC_048532.1	8298101	0+48-	DEL	808	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.09
Drosophila_subobscura_NC_048532.1	8303635	1+18-	Drosophila_subobscura_NC_048532.1	8309873	0+13-	INV	5523	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	0.82
Drosophila_subobscura_NC_048532.1	8423523	0+4-	Drosophila_subobscura_NC_048532.1	8423551	0+4-	INV	-242	54	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	8518325	4+2-	Drosophila_subobscura_NC_048532.1	8518534	4+2-	INV	-226	59	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	NA
Drosophila_subobscura_NC_048532.1	8561030	4+0-	Drosophila_subobscura_NC_048532.1	8561101	4+0-	INV	-255	61	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	8096833	1+19-	Drosophila_subobscura_NC_048532.1	8629901	11+7-	INV	532883	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	2.01
Drosophila_subobscura_NC_048532.1	8593652	2+9-	Drosophila_subobscura_NC_048532.1	8643705	0+6-	INV	49785	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.86
Drosophila_subobscura_NC_048532.1	8594604	2+2-	Drosophila_subobscura_NC_048532.1	8642400	11+0-	INV	47602	48	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.91
Drosophila_subobscura_NC_048532.1	8642400	11+0-	Drosophila_subobscura_NC_048532.1	8643759	4+21-	DEL	1327	83	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.09
Drosophila_subobscura_NC_048532.1	8596146	4+3-	Drosophila_subobscura_NC_048532.1	8640733	4+0-	INV	44263	99	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.94
Drosophila_subobscura_NC_048532.1	8596146	4+3-	Drosophila_subobscura_NC_048532.1	8641270	0+3-	INV	44805	83	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.94
Drosophila_subobscura_NC_048532.1	8611813	50+0-	Drosophila_subobscura_NC_048532.1	8612318	0+51-	DEL	522	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	0.07
Drosophila_subobscura_NC_048532.1	8627818	7+0-	Drosophila_subobscura_NC_048532.1	8628331	5+3-	DEL	457	34	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.65
Drosophila_subobscura_NC_048532.1	8629374	15+10-	Drosophila_subobscura_NC_048532.1	8630200	0+30-	DEL	844	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	0.59
Drosophila_subobscura_NC_048532.1	8651220	3+0-	Drosophila_subobscura_NC_048532.1	8653597	0+41-	DEL	2269	36	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.11
Drosophila_subobscura_NC_048532.1	8651498	38+0-	Drosophila_subobscura_NC_048532.1	8653597	0+41-	DEL	2136	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.03
Drosophila_subobscura_NC_048532.1	8759685	51+0-	Drosophila_subobscura_NC_048532.1	8760498	0+45-	DEL	849	99	33	OF58_mate_proc_dupmarc_bwamem2.bam|33	0.05
Drosophila_subobscura_NC_048532.1	8809568	32+0-	Drosophila_subobscura_NC_048532.1	8811190	0+32-	DEL	1658	99	32	OF58_mate_proc_dupmarc_bwamem2.bam|32	0.08
Drosophila_subobscura_NC_048532.1	8916925	28+0-	Drosophila_subobscura_NC_048532.1	8917707	0+29-	DEL	806	99	28	OF58_mate_proc_dupmarc_bwamem2.bam|28	0.03
Drosophila_subobscura_NC_048532.1	8975182	2+2-	Drosophila_subobscura_NC_048532.1	8975201	2+2-	INV	-244	55	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	9004612	53+0-	Drosophila_subobscura_NC_048532.1	9005380	0+52-	DEL	829	99	52	OF58_mate_proc_dupmarc_bwamem2.bam|52	0.11
Drosophila_subobscura_NC_048532.1	9119898	2+2-	Drosophila_subobscura_NC_048532.1	9119953	2+2-	INV	-242	64	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	9169549	2+2-	Drosophila_subobscura_NC_048532.1	9169606	2+2-	INV	-230	51	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	9242422	22+0-	Drosophila_subobscura_NC_048532.1	9247307	32+1-	INV	4548	99	22	OF58_mate_proc_dupmarc_bwamem2.bam|22	0.99
Drosophila_subobscura_NC_048532.1	9244159	15+0-	Drosophila_subobscura_NC_048532.1	9244549	3+12-	DEL	479	79	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	0.21
Drosophila_subobscura_NC_048532.1	9254693	39+0-	Drosophila_subobscura_NC_048532.1	9255910	0+39-	DEL	1230	99	39	OF58_mate_proc_dupmarc_bwamem2.bam|39	0.85
Drosophila_subobscura_NC_048532.1	9255345	7+0-	Drosophila_subobscura_NC_048532.1	9256596	9+6-	DEL	1205	97	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	0.68
Drosophila_subobscura_NC_048532.1	9255645	12+9-	Drosophila_subobscura_NC_048532.1	9256758	9+6-	ITX	538	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	0.41
Drosophila_subobscura_NC_048532.1	9255808	12+9-	Drosophila_subobscura_NC_048532.1	9257002	0+12-	DEL	1193	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	0.69
Drosophila_subobscura_NC_048532.1	9277126	33+0-	Drosophila_subobscura_NC_048532.1	9277698	0+34-	DEL	650	99	32	OF58_mate_proc_dupmarc_bwamem2.bam|32	0.11
Drosophila_subobscura_NC_048532.1	9404948	4+0-	Drosophila_subobscura_NC_048532.1	9404997	4+0-	INV	-210	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	9415055	33+1-	Drosophila_subobscura_NC_048532.1	9415799	0+34-	DEL	823	99	33	OF58_mate_proc_dupmarc_bwamem2.bam|33	0.02
Drosophila_subobscura_NC_048532.1	9419981	6+7-	Drosophila_subobscura_NC_048532.1	9420520	3+11-	DEL	486	51	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.78
Drosophila_subobscura_NC_048532.1	9434510	38+0-	Drosophila_subobscura_NC_048532.1	9436105	0+38-	DEL	1659	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.19
Drosophila_subobscura_NC_048532.1	9484655	4+4-	Drosophila_subobscura_NC_048532.1	9484900	4+4-	ITX	-244	55	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	NA
Drosophila_subobscura_NC_048532.1	9506264	3+0-	Drosophila_subobscura_NC_048532.1	9506744	1+5-	DEL	443	34	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.22
Drosophila_subobscura_NC_048532.1	9562018	2+4-	Drosophila_subobscura_NC_048532.1	9562204	2+4-	INV	-157	61	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	NA
Drosophila_subobscura_NC_048532.1	8114085	54+36-	Drosophila_subobscura_NC_048532.1	9693358	0+7-	DEL	1579484	68	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	2.04
Drosophila_subobscura_NC_048532.1	8113512	54+36-	Drosophila_subobscura_NC_048532.1	9695519	53+69-	ITX	1581081	99	15	OF58_mate_proc_dupmarc_bwamem2.bam|15	2.04
Drosophila_subobscura_NC_048532.1	9674040	50+0-	Drosophila_subobscura_NC_048532.1	9674737	0+50-	DEL	779	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	0.23
Drosophila_subobscura_NC_048532.1	9693273	36+0-	Drosophila_subobscura_NC_048532.1	9695567	0+38-	DEL	2367	99	36	OF58_mate_proc_dupmarc_bwamem2.bam|36	2.44
Drosophila_subobscura_NC_048532.1	9722001	38+0-	Drosophila_subobscura_NC_048532.1	9722372	0+38-	DEL	484	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.14
Drosophila_subobscura_NC_048532.1	9761552	24+13-	Drosophila_subobscura_NC_048532.1	9761738	24+13-	INV	-164	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	NA
Drosophila_subobscura_NC_048532.1	9799268	35+28-	Drosophila_subobscura_NC_048532.1	9799543	35+28-	ITX	-231	99	27	OF58_mate_proc_dupmarc_bwamem2.bam|27	NA
Drosophila_subobscura_NC_048532.1	9810533	57+0-	Drosophila_subobscura_NC_048532.1	9811282	0+56-	DEL	848	99	56	OF58_mate_proc_dupmarc_bwamem2.bam|56	NA
Drosophila_subobscura_NC_048532.1	9814184	44+2-	Drosophila_subobscura_NC_048532.1	9814629	0+44-	DEL	506	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	NA
Drosophila_subobscura_NC_048532.1	9878241	49+0-	Drosophila_subobscura_NC_048532.1	9879021	0+49-	DEL	848	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.08
Drosophila_subobscura_NC_048532.1	9902457	26+3-	Drosophila_subobscura_NC_048532.1	9903499	0+26-	DEL	1029	99	26	OF58_mate_proc_dupmarc_bwamem2.bam|26	0.16
Drosophila_subobscura_NC_048532.1	9986707	44+0-	Drosophila_subobscura_NC_048532.1	9988291	1+42-	DEL	1648	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	1.71
Drosophila_subobscura_NC_048532.1	10060989	56+0-	Drosophila_subobscura_NC_048532.1	10061750	0+55-	DEL	817	99	55	OF58_mate_proc_dupmarc_bwamem2.bam|55	0.07
Drosophila_subobscura_NC_048532.1	10104602	5+0-	Drosophila_subobscura_NC_048532.1	10107396	13+27-	INV	2376	77	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	0.72
Drosophila_subobscura_NC_048532.1	10105054	5+24-	Drosophila_subobscura_NC_048532.1	10107396	13+27-	INV	2103	99	24	OF58_mate_proc_dupmarc_bwamem2.bam|24	0.44
Drosophila_subobscura_NC_048532.1	10169716	6+0-	Drosophila_subobscura_NC_048532.1	10170196	0+9-	DEL	453	60	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	0.93
Drosophila_subobscura_NC_048532.1	10195557	22+9-	Drosophila_subobscura_NC_048532.1	10195637	22+9-	ITX	-252	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	NA
Drosophila_subobscura_NC_048532.1	10199780	1+19-	Drosophila_subobscura_NC_048532.1	10207639	0+22-	INV	7596	99	19	OF58_mate_proc_dupmarc_bwamem2.bam|19	1.54
Drosophila_subobscura_NC_048532.1	10200119	8+23-	Drosophila_subobscura_NC_048532.1	10206648	2+5-	INV	6280	54	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.70
Drosophila_subobscura_NC_048532.1	10200119	8+23-	Drosophila_subobscura_NC_048532.1	10206911	1+3-	INV	6530	56	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.66
Drosophila_subobscura_NC_048532.1	10200119	8+23-	Drosophila_subobscura_NC_048532.1	10215171	0+36-	INV	14553	99	20	OF58_mate_proc_dupmarc_bwamem2.bam|20	1.67
Drosophila_subobscura_NC_048532.1	10206524	2+5-	Drosophila_subobscura_NC_048532.1	10214462	7+0-	ITX	7401	44	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.75
Drosophila_subobscura_NC_048532.1	10200684	9+2-	Drosophila_subobscura_NC_048532.1	10206003	9+1-	INV	5002	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.85
